id,employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
16020,37037,Christina Middleton,Manager IV,63307.85,11211.81,7913.24,24866.49,112037.84
16021,23594,James Cobb,Manager V,155181.04,29727.89,18378.65,61024.78,216205.82
16022,35418,Brenda Nunez,Manager V,162968.21,31220.19,9711.45,53849.89,216818.1
16023,14594,Brian Cook,Dep Dir IV,198907.94,38112.16,14222.37,64727.26,263635.2
16024,29798,Meredith Jones,Dep Dir IV,189324.71,36269.41,11291.81,60479.46,249804.17
16025,31848,Christine Thomas,Dep Dir IV,189324.72,36269.41,17770.92,66958.58,256283.3
16026,48459,Michael Wong,Dep Dir IV,189324.75,36269.41,17362.58,66550.23,255874.98
16027,51195,Matthew Hayes,Dept Head IV,222186.21,42579.47,18339,73888.2,296074.41
16028,48253,Amy Mcintosh,IS Manager,169905.3,32609.45,9884.34,55412.03,225317.33
16029,11543,Courtney Joseph,Payroll Clerk,14976.0,2727.12,1288.17,6886.02,22376.82
16030,46179,Kim Anderson,Senior Clerk Typist,2276.57,210.78,155.41,1053.97,3330.54
16031,55792,Jennifer Lopez,Senior Clerk Typist,1678.81,0.0,132.63,640.98,2319.79
16032,17356,Shane Mcmahon,Secretary 2,66258.07,13146.89,5652.26,31717.39,100167.2
16033,26678,Patricia Howell,Secretary 2,66258.18,13150.79,5327.15,31396.18,98302.36
16034,1406,Todd Alexander,Sr Payroll & Personnel Clerk,73899.04,14521.06,6140.51,33579.81,107932.17
16035,29209,Miranda Waters,Senior Account Clerk,65448.01,12860.45,5308.73,31087.42,96535.43
16036,28724,Michael Gonzalez,Administrative Analyst,12224.0,2606.16,968.13,5488.11,17712.11
16037,47912,Thomas Martin,Management Assistant,78354.06,15396.42,6076.99,34391.65,112745.71
16038,14911,George Simpson,Emergency Med Svcs Agency Spec,109809.04,21021.97,8578.58,42518.79,154773.18
16039,1741,James Clark,Emergency Med Svcs Agency Spec,109809.03,18740.54,9020.74,40679.52,152987.22
16040,26458,Jeremiah Smith,Emergency Med Svcs Agency Spec,109421.03,21257.73,9093.34,43269.31,155796.76
16041,32607,Chelsea Miller,Emergency Med Svcs Agency Spec,109809.04,21028.28,9871.13,43817.65,186950.66
16042,39006,Kimberly Hogan,Emergency Med Svcs Agency Spec,109809.03,21158.77,9376.82,43453.83,157423.78
16043,51232,Albert Butler,Emergency Med Svcs Agency Spec,55514.56,10622.09,4587.67,21740.65,77255.21
16044,10238,Amber Black,Public Safetycomm Disp,82569.6,17501.0,7723.46,36647.53,133292.16
16045,10831,Patrick Foster,Public Safetycomm Disp,86670.04,18590.07,8152.92,39447.43,141612.57
16046,11054,Ann Larson,Public Safetycomm Disp,26152.9,5236.37,2866.12,11954.99,39912.41
16047,11385,Sabrina Brown,Public Safetycomm Disp,86884.0,19302.1,9179.43,41280.16,156439.05
16048,11479,Larry Wright,Public Safetycomm Disp,87696.0,18864.98,8202.87,39986.09,145283.45
16049,11616,Shaun Wood,Public Safetycomm Disp,87696.0,19387.17,8681.73,40987.14,153130.38
16050,11655,Tracy Ashley,Public Safetycomm Disp,87239.25,18150.15,8482.51,39483.62,143823.36
16051,13168,Katherine Strong,Public Safetycomm Disp,87046.4,18895.19,9668.25,41385.99,176070.07
16052,13491,Stephanie Rosales,Public Safetycomm Disp,87087.0,18037.56,9343.28,40209.37,158364.39
16053,14025,Raymond Powers,Public Safetycomm Disp,53378.02,11661.19,5262.19,24786.35,85283.09
16054,14363,Mary Pena,Public Safetycomm Disp,87696.0,17900.35,9789.94,40608.53,182390.83
16055,14472,Raymond Perry,Public Safetycomm Disp,87371.2,18201.85,8697.68,39769.93,145686.83
16056,14599,Carrie Knox,Public Safetycomm Disp,77106.0,16073.4,7254.29,36245.93,126277.2
16057,15220,Kevin Wright,Public Safetycomm Disp,87046.4,18687.04,8115.74,39625.33,143895.75
16058,15563,Taylor Wright,Public Safetycomm Disp,87290.0,18992.88,8570.36,40421.68,144787.12
16059,15887,Theresa Cole,Public Safetycomm Disp,87087.0,17959.08,8019.63,38807.24,138433.36
16060,16222,Tara Coleman,Public Safetycomm Disp,76915.07,16952.05,8401.85,36684.04,142000.16
16061,16385,David Suarez,Public Safetycomm Disp,87696.0,18858.15,8055.1,39831.49,144042.82
16062,16468,Kathy Benjamin,Public Safetycomm Disp,87696.0,19526.76,9605.6,42050.6,179417.13
16063,1648,Spencer Holmes,Public Safetycomm Disp,88495.82,19123.27,9405.65,41399.32,166762.55
16064,16707,Alyssa Ross,Public Safetycomm Disp,86193.8,18367.67,7996.23,39060.86,137245.03
16065,16933,Chelsea Little,Public Safetycomm Disp,77351.11,16563.97,7639.38,35597.72,128325.18
16066,16947,George Rodriguez,Public Safetycomm Disp,35159.6,8098.93,3358.26,16636.45,56171.93
16067,17562,Gregory Clark,Public Safetycomm Disp,81100.22,16956.38,7590.24,37464.86,131649.15
16068,1767,Carolyn Greene,Public Safetycomm Disp,86843.4,19337.17,8439.64,40569.46,143280.13
16069,18458,Christopher Smith,Public Safetycomm Disp,87371.2,18663.05,9274.97,40808.42,155292.83
16070,20052,Jonathan Anderson,Public Safetycomm Disp,87127.6,19199.43,8590.41,40624.35,145363.26
16071,21166,Victoria Mendez,Public Safetycomm Disp,59772.94,12782.57,6407.25,27957.66,105366.81
16072,21953,Shane Nichols,Public Safetycomm Disp,85154.0,18924.75,8437.72,40280.71,145216.26
16073,22175,Dawn Beasley,Public Safetycomm Disp,73314.27,15069.74,6596.91,32466.37,111851.36
16074,22630,Mr. Bradley Bowen III,Public Safetycomm Disp,86965.2,18142.34,8156.96,39109.9,139328.64
16075,23062,Daniel Stewart Jr.,Public Safetycomm Disp,87696.0,18237.76,9002.27,40158.27,149456.57
16076,23185,Michael Zavala,Public Safetycomm Disp,82540.6,17761.19,7550.28,37470.29,130009.6
16077,23565,Brianna Cortez,Public Safetycomm Disp,66429.32,14256.73,7344.33,31386.57,120520.73
16078,23823,Desiree Garrison,Public Safetycomm Disp,84216.17,17296.65,7864.05,37566.35,133077.92
16079,23827,Eric Robinson,Public Safetycomm Disp,87127.6,19176.24,8417.63,40428.38,142920.52
16080,2392,Theodore Archer,Public Safetycomm Disp,87364.7,18985.2,8304.33,40158.97,148423.16
16081,24778,Mariah Allison,Public Safetycomm Disp,87533.6,19465.82,8285.14,27750.96,128445.79
16082,25159,Gregory Mcdonald,Public Safetycomm Disp,82490.17,17369.9,7791.87,36632.69,127831.33
16083,25412,David Sanford,Public Safetycomm Disp,77134.01,16303.47,7046.35,36268.06,123613.39
16084,26,Melissa Barrett,Public Safetycomm Disp,81098.4,17406.44,7542.75,37867.43,134585.03
16085,2608,Julia Byrd DDS,Public Safetycomm Disp,75857.44,15764.75,9108.96,36048.05,147231.16
16086,26114,Kenneth Alvarez,Public Safetycomm Disp,87696.0,18687.13,9432.93,41038.3,164784.23
16087,26164,Jacob Lowe,Public Safetycomm Disp,85442.7,17653.44,8477.99,38717.74,144997.81
16088,26218,George Jones,Public Safetycomm Disp,87696.0,18980.87,9090.19,40989.3,151934.79
16089,26248,Randy Hampton DVM,Public Safetycomm Disp,87533.6,18923.03,8517.94,40335.29,145123.47
16090,26434,Melissa Haley,Public Safetycomm Disp,87696.0,18319.74,8020.41,39258.39,136689.99
16091,2664,Brian Baker,Public Safetycomm Disp,87696.0,19024.26,9032.33,40974.83,151187.93
16092,26837,Caitlin Lopez,Public Safetycomm Disp,36864.8,8574.31,3768.79,17773.55,63071.31
16093,26882,Frank Cowan,Public Safetycomm Disp,87290.0,18002.47,9328.12,40189.03,157949.79
16094,26974,Douglas Burke,Public Safetycomm Disp,81616.14,16772.54,7576.6,36371.78,128157.88
16095,27229,Jesus Castillo,Public Safetycomm Disp,82252.35,17418.34,7830.41,37365.11,132450.81
16096,27273,Juan Price,Public Safetycomm Disp,87696.0,18381.85,8813.66,40113.75,149840.29
16097,27468,Lori Brown,Public Safetycomm Disp,87696.0,18825.84,9154.85,40898.93,152662.9
16098,28511,Noah Bean,Public Safetycomm Disp,87371.2,18517.29,9248.45,40636.14,154671.27
16099,28756,William Gregory,Public Safetycomm Disp,86277.03,18706.6,8271.39,39687.21,140355.07
16100,28867,Kristen Williams,Public Safetycomm Disp,87371.2,19360.13,8327.32,40557.85,141846.78
16101,28931,Matthew Hill,Public Safetycomm Disp,87696.0,19334.69,8306.03,40558.96,146462.19
16102,29021,David Collins,Public Safetycomm Disp,87696.0,18561.49,8430.69,39910.42,142507.85
16103,29158,Michael Mitchell,Public Safetycomm Disp,81114.9,16983.92,8084.68,37986.84,131472.99
16104,29928,Jay Rogers,Public Safetycomm Disp,54170.14,11583.9,5462.47,25026.02,91530.43
16105,30147,Kelly Moore,Public Safetycomm Disp,84368.82,17339.09,7637.54,37404.76,133046.22
16106,30597,Brad Chavez DDS,Public Safetycomm Disp,66119.13,14402.62,6298.1,20700.72,96243.19
16107,30750,Albert Robles,Public Safetycomm Disp,71302.08,15148.56,6508.77,33016.12,114169.36
16108,31592,Patrick Hunter,Public Safetycomm Disp,87371.2,18460.57,7884.37,39215.34,135923.5
16109,31833,Gregory Pham,Public Safetycomm Disp,86319.25,17770.51,7646.52,38132.47,131582.19
16110,31943,James Schaefer,Public Safetycomm Disp,74344.7,15697.35,6737.77,33386.62,117638.49
16111,32284,Cathy Knox,Public Safetycomm Disp,81843.1,17798.95,7512.99,37368.01,131432.85
16112,32429,Kenneth Hinton,Public Safetycomm Disp,87696.0,19470.95,8561.42,40950.61,145289.68
16113,33040,Dana Potter,Public Safetycomm Disp,60304.4,13603.05,5865.62,28351.94,101449.9
16114,33238,Anthony Baker,Public Safetycomm Disp,87696.0,18222.03,7814.53,38954.8,133752.75
16115,33765,Kathleen Lane,Public Safetycomm Disp,87290.0,18473.03,9395.22,40726.69,159350.14
16116,34030,Mrs. Ashley Ward,Public Safetycomm Disp,73291.93,15107.52,7151.65,33055.59,122366.52
16117,34429,Samantha Bailey,Public Safetycomm Disp,87290.0,18581.28,8103.2,39542.92,137994.91
16118,34768,Mark Peck,Public Safetycomm Disp,86559.2,17810.55,8520.67,39082.01,142818.34
16119,35854,Shawn Silva,Public Safetycomm Disp,77120.0,16408.34,7742.48,37069.06,133405.96
16120,3592,Benjamin Mcdonald,Public Safetycomm Disp,87371.2,19219.19,9010.55,41100.14,154121.47
16121,36108,Kelsey Parks,Public Safetycomm Disp,49074.84,9497.79,4504.39,21231.26,77744.96
16122,36235,Natalie Miller,Public Safetycomm Disp,49694.4,10981.62,5591.11,23893.07,92655.6
16123,36796,Ashley White,Public Safetycomm Disp,47962.0,9398.41,4943.18,21406.74,79858.35
16124,36872,Shirley Hurley,Public Safetycomm Disp,70847.0,14284.95,6447.18,31168.4,109336.2
16125,37354,Ryan Rogers,Public Safetycomm Disp,87696.0,26118.8,9610.72,48647.76,181034.06
16126,37881,Tiffany Chen,Public Safetycomm Disp,87285.94,18060.08,9093.1,40011.02,144252.77
16127,37994,Robert Ray,Public Safetycomm Disp,87696.0,18421.24,8033.21,39372.69,138788.76
16128,38195,Jason Rollins,Public Safetycomm Disp,87696.0,18086.53,7917.14,38921.91,135018.82
16129,38196,Jon Duncan,Public Safetycomm Disp,87665.55,19562.61,8215.93,40692.3,146939.43
16130,38799,Justin Marquez,Public Safetycomm Disp,86704.14,18595.82,9391.13,40759.09,158183.46
16131,39048,Katherine Brown,Public Safetycomm Disp,72688.21,16106.87,6839.54,33653.9,119293.6
16132,39111,Kimberly Harris,Public Safetycomm Disp,87208.8,19653.3,9697.37,42197.15,178681.05
16133,40471,Joshua Eaton,Public Safetycomm Disp,87533.6,18060.37,7689.43,38644.12,132944.66
16134,40684,Howard Gonzalez,Public Safetycomm Disp,87127.6,18232.65,8034.64,39101.8,136685.96
16135,41039,Christina Franco,Public Safetycomm Disp,80875.2,17077.98,8583.63,37575.1,142155.33
16136,41318,Matthew Bennett DVM,Public Safetycomm Disp,87696.0,17900.35,7872.55,38691.14,135309.76
16137,41543,Vicki Castro,Public Safetycomm Disp,58058.0,12127.66,5802.02,26482.04,97283.41
16138,41650,Amy Patrick,Public Safetycomm Disp,87696.0,19294.45,9536.21,41748.9,168753.24
16139,42129,Kristy Logan,Public Safetycomm Disp,87127.6,18007.11,7690.58,38532.2,134261.11
16140,42267,Chad Jackson,Public Safetycomm Disp,87696.0,18048.72,7203.77,38170.73,131605.54
16141,42897,Jordan Brown,Public Safetycomm Disp,87290.0,18602.24,9040.68,40501.36,150820.11
16142,43788,Danny Willis,Public Safetycomm Disp,4359.22,917.59,416.76,1976.49,6555.27
16143,43883,Cesar Anthony,Public Safetycomm Disp,85154.01,18867.48,8623.97,40409.69,147839.41
16144,44252,Jason Alexander,Public Safetycomm Disp,85463.0,18679.22,7855.41,39123.94,140807.44
16145,44562,Deanna Bender,Public Safetycomm Disp,87452.4,18582.68,9411.73,40876.77,162471.23
16146,44647,Amy Reeves MD,Public Safetycomm Disp,87046.4,18397.73,8285.1,26682.83,127377.11
16147,44991,Carrie Brown,Public Safetycomm Disp,84670.9,18714.61,8151.9,39339.14,141491.51
16148,45126,Madeline Woods,Public Safetycomm Disp,79474.09,16770.01,7319.58,35796.69,125415.77
16149,45711,Nicholas Patterson DVM,Public Safetycomm Disp,87495.84,18904.7,8256.55,40050.02,141529.39
16150,46143,Matthew Gomez,Public Safetycomm Disp,87127.6,18462.96,8527.62,39825.09,143649.58
16151,46875,Megan Rosales DVM,Public Safetycomm Disp,86876.29,18237.43,8259.69,39294.62,139727.46
16152,47428,Anthony Montgomery,Public Safetycomm Disp,83314.85,18451.61,8031.02,38755.51,136235.97
16153,47851,Timothy Reid,Public Safetycomm Disp,87777.2,19280.18,9117.99,41328.37,153705.84
16154,48256,Holly Smith,Public Safetycomm Disp,77120.0,16419.36,7082.17,36419.77,124227.92
16155,48821,Jeremy Wright,Public Safetycomm Disp,87696.0,18459.86,8746.61,40124.71,146840.97
16156,49206,Pamela Wright,Public Safetycomm Disp,64704.22,13455.34,6665.94,29652.67,110716.09
16157,49992,Jonathan Johnson,Public Safetycomm Disp,87452.4,17972.25,7714.89,38569.5,132106.11
16158,50135,Andrew Hardy,Public Safetycomm Disp,90038.63,19840.33,8336.58,41059.27,145427.84
16159,50772,Linda Davis PhD,Public Safetycomm Disp,87533.6,18724.47,8303.32,39922.11,140907.26
16160,50949,Pamela Mckenzie,Public Safetycomm Disp,82864.2,17151.94,7628.19,37698.37,135391.49
16161,51787,James Davis,Public Safetycomm Disp,87696.0,18981.0,9308,41207.24,148940.41
16162,52139,David Brown,Public Safetycomm Disp,87696.0,18048.72,7581.75,38548.71,130400.09
16163,52199,Elizabeth Smith,Public Safetycomm Disp,87371.2,17893.61,8214.48,38978.49,139925.37
16164,52338,Carlos Bailey,Public Safetycomm Disp,81114.91,17465.49,8260.63,38644.36,141487.79
16165,52437,Colleen Weber,Public Safetycomm Disp,83189.4,18855.82,8263.43,39373.64,140940.17
16166,52680,Madison Roberson,Public Safetycomm Disp,74888.73,16215.55,7558.94,34806.14,126368.64
16167,53060,Scott Hanson,Public Safetycomm Disp,77120.0,16461.28,7214.86,36594.38,127490.04
16168,53624,Patrick Franco,Public Safetycomm Disp,87696.0,18815.77,8965.56,40699.57,150067.49
16169,54001,Mitchell Thompson,Public Safetycomm Disp,87696.0,17900.35,8858.16,39676.75,147685.19
16170,54322,Theresa Thompson,Public Safetycomm Disp,85138.5,18872.07,7573.91,39364.22,139154.21
16171,54366,Kirsten Vaughn,Public Safetycomm Disp,87452.4,19095.1,9617.37,41594.83,173372.65
16172,54805,Brendan Ramirez,Public Safetycomm Disp,87696.0,19566.91,7771.6,40256.75,141259.27
16173,54863,William Miller,Public Safetycomm Disp,82059.1,17822.35,7933.73,37843.97,134150.66
16174,55128,Daniel Lee,Public Safetycomm Disp,85138.51,18598.17,8371.93,39888.34,143974.05
16175,55848,Sheila Pruitt,Public Safetycomm Disp,68333.46,15059.42,6515.39,31545.12,115771.88
16176,56419,Julie Wright,Public Safetycomm Disp,87452.4,19361.06,9534.7,41778.12,168633.58
16177,56569,Brendan Harrison,Public Safetycomm Disp,87696.0,18058.52,9099.47,40076.23,154223.12
16178,56702,Kenneth Williams,Public Safetycomm Disp,57332.48,12572.47,5653.96,26671.91,96721.05
16179,56814,Luis Love,Public Safetycomm Disp,87696.0,19510.54,9550.59,41979.37,165693.32
16180,600,Sophia Ross,Public Safetycomm Disp,18023.01,3787.31,1310.24,7944.65,27258.61
16181,6123,Daniel Gomez,Public Safetycomm Disp,87452.4,18589.66,7460.27,38932.29,135614.04
16182,6345,Nichole Johnson,Public Safetycomm Disp,86965.2,18382.69,8707.81,39901.1,139063.33
16183,6580,Daniel Murray,Public Safetycomm Disp,76214.72,16660.69,8163.43,36051.09,141633.51
16184,6598,Melissa Daniel,Public Safetycomm Disp,87533.6,18887.33,9705.69,41487.34,178373.51
16185,6816,Eric Perez,Public Safetycomm Disp,77120.0,16080.57,7171.66,36170.47,125134.42
16186,7044,Debra Clarke,Public Safetycomm Disp,72289.1,15193.31,6964.27,32806.28,123262.36
16187,7095,Carol Barton,Public Safetycomm Disp,42476.53,8753.16,4098.17,19108.42,69691.44
16188,7307,Katelyn Holland,Public Safetycomm Disp,87696.0,17907.16,9076.15,39901.55,150669.42
16189,7659,Nathan Stephens,Public Safetycomm Disp,87533.6,18727.93,9367.17,40989.42,161960.79
16190,7694,Sherry Lewis,Public Safetycomm Disp,59862.26,13326.62,5835.61,27980.37,98146.89
16191,7749,Chelsea Schwartz,Public Safetycomm Disp,87696.0,18221.91,8724.09,39864.24,149259.44
16192,7972,Michael Blair,Public Safetycomm Disp,75024.72,15489.51,7405.39,33946.58,123652.32
16193,8408,Mr. Michael Sanchez III,Public Safetycomm Disp,75494.88,15806.22,7247.62,34174.77,121883.44
16194,8664,Shaun Dixon,Public Safetycomm Disp,77120.04,15902.86,7014.78,35835.88,122773.57
16195,9587,Scott Garcia,Public Safetycomm Disp,87046.4,19056.62,9103.71,40982.88,152099.48
16196,10238,Charles Stewart,Public Safetycomm Supv,11255.5,2610.9,1100.95,5123.29,18909.53
16197,11028,Nicholas Baldwin,Public Safetycomm Supv,78988.45,16030.93,8015.96,34392.43,131219.04
16198,14834,Maria Edwards,Public Safetycomm Supv,98357.13,20626.76,9437.4,42946.52,161569.65
16199,15957,Wesley Campbell,Public Safetycomm Supv,97991.85,20673.93,9345.79,42854.23,156514.2
16200,17238,Jessica Lee,Public Safetycomm Supv,98631.05,20208.99,8517.92,41645.15,144825.67
16201,19169,Elizabeth Hanson,Public Safetycomm Supv,98631.03,20156.01,7472.59,40546.84,145010.41
16202,21264,Kenneth Terrell,Public Safetycomm Supv,98128.81,20438.35,9452.95,42743.76,162342.08
16203,2221,Michael Brown,Public Safetycomm Supv,98174.46,21076.67,9275.21,43210.32,167953.71
16204,23481,Justin Reed,Public Safetycomm Supv,98357.15,22008.32,9412.46,44303.14,167888.12
16205,25159,Nicole Zavala,Public Safetycomm Supv,11261.61,2590.38,1145.99,5147.81,18788.23
16206,28160,Rachel Keller,Public Safetycomm Supv,54527.47,10785.67,4966.75,22894.18,82222.99
16207,28567,Kenneth Franklin,Public Safetycomm Supv,28856.47,6234.26,2759.14,12772.89,45733.4
16208,30998,Kristen Jones,Public Safetycomm Supv,81507.68,17457.72,7542.9,35676.12,126514.58
16209,33244,Terry Floyd,Public Safetycomm Supv,97809.12,21637.49,9756.72,44204.81,181671.93
16210,42836,Shannon Flores,Public Safetycomm Supv,21187.42,4392.33,2036.18,9203.55,31423.17
16211,44697,Ryan Perkins,Public Safetycomm Supv,98631.08,20823.68,8685.15,42427.07,150808.46
16212,45984,Mr. Raymond Rodriguez,Public Safetycomm Supv,97809.23,20309.44,8048.14,41168.18,144771.33
16213,49748,Cathy Miller DDS,Public Safetycomm Supv,95110.06,21133.37,9290.86,42881.31,155845.89
16214,49863,Rebecca Martinez,Public Safetycomm Supv,93310.95,20427.65,8916.31,41565.39,153872.65
16215,54024,Brent Martin,Public Safetycomm Supv,97900.51,20235.71,9352.07,42410.33,156592.81
16216,6062,Katherine Hill,Public Safetycomm Supv,98174.49,20760.93,9277.12,42896.49,156507.01
16217,6750,David Reyes,Public Safetycomm Supv,98539.82,21814.63,9545.76,44266.68,169324.38
16218,8555,Lauren Tran,Public Safetycomm Supv,98083.17,20729.91,9452.72,43029.11,162700.54
16219,9194,Adam Lindsey,Public Safetycomm Supv,97900.49,20599.06,9200.62,42622.23,154564.41
16220,9701,Taylor George,Public Safetycomm Supv,98318.64,21079.64,9477.96,43295.17,165451.49
16221,42868,April Morris,Public Service Aide-Admin,2256.01,0.0,179.58,975.01,3294.63
16222,46179,Tammy Kelly,Public Service Aide-Admin,7548.35,1810.72,392.04,4864.16,12412.51
16223,53276,Michele Adams,Public Service Aide-Admin,12213.0,3031.29,929.78,8267.15,20480.15
16224,55792,Michael Smith,Public Service Aide-Admin,5767.26,0.0,446.49,2479.92,8247.18
16225,988,Christopher Marks,Asst Materials Coordinator,97365.5,19139.87,8002.27,40060.39,137863.3
16226,49381,James Hill,IS Engineer-Assistant,105922.5,20821.7,9231.98,42971.92,148894.42
16227,14593,Brandon Reyes,IS Engineer-Journey,117339.52,22479.27,9159.52,44557.03,161896.55
16228,34884,Curtis Herrera,IS Engineer-Journey,117339.51,22479.26,9088.25,44485.75,161825.26
16229,39760,Theresa Lee,IS Programmer Analyst-Senior,35012.25,7464.58,2740.02,15318.08,50330.33
16230,39699,Kayla Steele,Accountant II,69386.66,13653.69,5293.22,31865.15,101251.81
16231,46284,Angela Carney,Accountant II,79409.57,15608.44,5852.13,34378.81,113788.38
16232,31563,Alexander Aguirre,Accountant III,66419.61,13479.63,5345.33,27915.58,94335.19
16233,45100,Katie Lewis,Statistician,78945.05,15518.82,6269.94,34707,113652.05
16234,50987,Aaron Bennett,Senior Administrative Analyst,99770.51,19612.02,7890.96,40421.22,140191.73
16235,20995,Cynthia Fox,Fire Protection Engineer,136370.63,26124.53,9810.21,48852.98,185223.61
16236,30334,David Holloway,Fire Protection Engineer,136370.57,26124.53,9669.43,48712.2,185082.77
16237,34003,Cody Washington,Fire Protection Engineer,77376.1,15155.64,6320.34,28796.32,106172.42
16238,45116,Michael Martinez,Fire Protection Engineer,136370.55,26124.53,9827.2,48869.97,185240.52
16239,11498,Christopher Payne,Planner 1,24244.0,5168.79,1946.94,12378.72,36622.72
16240,14410,Adrian Jimenez,Planner 1,14051.0,2558.67,1142.02,6571.42,20622.42
16241,18505,Pamela Swanson,Fire Safety Inspector 2,139644.04,28346.09,10046.78,51311.11,200927.09
16242,21065,John Martin,Fire Safety Inspector 2,139644.0,28346.09,10778.63,52042.96,252490.36
16243,21374,Samuel Brown,Fire Safety Inspector 2,139644.0,28489.86,11004.51,52412.61,271157.23
16244,22781,John Hood,Fire Safety Inspector 2,132710.41,26935.46,9813.83,49026.11,189699.14
16245,29353,Ashley Brown,Fire Safety Inspector 2,139644.0,28346.09,10052.41,51316.74,200264.52
16246,30555,Jessica Clark,Fire Safety Inspector 2,139644.0,28346.09,10620.64,51884.97,233212.69
16247,39279,Nathaniel Jenkins,Fire Safety Inspector 2,139644.01,28346.09,10687,51951.33,240166.28
16248,49955,Hannah Gray,Fire Safety Inspector 2,136151.62,27814.41,10875.61,51285.19,247825.01
16249,54883,Mario Williams,Fire Safety Inspector 2,139126.81,28244.73,10165.15,51280.28,209856.39
16250,5709,Christopher Sandoval,Fire Safety Inspector 2,138480.3,28110.57,10318.78,38429.35,202898.93
16251,14716,Brian Shelton,Personnel Analyst,15298.5,3261.63,1212.42,7284.97,22583.47
16252,2686,Brian Hamilton,Personnel Analyst,89215.54,17537.61,6410.5,36866.35,126081.89
16253,4795,Erica Ross,Personnel Analyst,47166.33,8589.03,5303.96,20754.31,87161.29
16254,12527,Kyle Rivera,Executive Secretary 2,79742.52,15675.25,6565.06,35158.55,114901.07
16255,12117,Judith Brown,Executive Secretary 3,86623.62,17028.33,7127.23,37073.8,123697.42
16256,43682,Monique Miller,Supervising Physician Spec,168516.16,32326.05,10195.85,52764.39,221280.55
16257,51819,James Mills,Senior Physician Specialist,47064.81,9121.45,3718.12,12839.57,59904.38
16258,16613,Daniel Rogers,"Bdcomm Mbr, Grp5,M$100/Mo",923.0,0.0,72.92,72.92,995.92
16259,16736,Tonya Hughes,"Bdcomm Mbr, Grp5,M$100/Mo",1292.3,0.0,53.49,53.49,1345.79
16260,2642,Nicole Thornton,"Bdcomm Mbr, Grp5,M$100/Mo",561.54,0.0,38.98,80.84,642.38
16261,29956,Sarah Collins,"Bdcomm Mbr, Grp5,M$100/Mo",46.15,0.0,3.57,9.55,55.7
16262,3981,Katie King,"Bdcomm Mbr, Grp5,M$100/Mo",1061.46,0.0,82.18,219.73,1281.19
16263,45002,Frederick Fitzgerald,"Bdcomm Mbr, Grp5,M$100/Mo",969.15,0.0,76.56,76.56,1045.71
16264,50064,Heather Chen,"Bdcomm Mbr, Grp5,M$100/Mo",276.9,0.0,4.71,4.71,281.61
16265,25207,Cassandra Peterson,Manager I,112076.0,21423.16,11972.38,45958.53,158034.53
16266,11061,Dana Molina,Manager III,133637.94,25605.87,16890.83,55414.94,189052.88
16267,36274,Nicholas Palmer,Manager III,134061.07,25682.56,9274.99,47875.79,181936.86
16268,27736,Joshua Joseph,Manager V,161606.68,30943.06,10415.04,54276.34,215883.02
16269,23490,Dr. Erika Morrow,"Chief, Fire Department",313686.01,63762.48,5606.86,82287.58,419209.59
16270,52968,Mrs. Ana Larson,Dep Chf Of Dept (Fire Dept),270756.01,55068.15,13797.56,81783.95,372776.46
16271,6591,Debra Griffith,Dep Chf Of Dept (Fire Dept),270756.03,55687.17,6413.79,75019.2,369956.25
16272,18238,John Dawson MD,Assistant Deputy Chief 2,124054.0,24166.94,321.53,31186.82,357563.19
16273,38152,Christopher Andrews,Assistant Deputy Chief 2,177220.0,37018.72,3147.72,49735.51,241663.11
16274,41116,William Hunter,Assistant Deputy Chief 2,124054.04,24166.94,332.49,31197.78,296320.3
16275,45932,Jose Ware,Assistant Deputy Chief 2,177220.03,36333.17,3900.25,49802.49,237655.72
16276,55054,Shelby Brown,Assistant Deputy Chief 2,239247.05,47977.25,4240.78,65136.27,318738.14
16277,48036,Miranda Jacobson,Emergency Medical Svcs Chief,239247.0,47977.25,5610.52,66506.01,320107.83
16278,20453,Christine Morgan,Senior Clerk Typist,60088.15,11807.36,5466.43,30189.05,96666.37
16279,31458,Brittany Patrick,Senior Clerk Typist,60102.01,11809.84,5488.7,30216.78,90433.57
16280,34577,Adriana Walsh,Senior Clerk Typist,49653.27,10022.79,4185.52,24880.7,75117.33
16281,38624,Kimberly Morales,Senior Clerk Typist,60102.02,11942.97,5557.35,30418.56,98756.36
16282,3963,Anthony Barton,Senior Clerk Typist,60102.08,11937.33,5020.84,29876.41,90626.49
16283,40436,Diane Sanchez,Senior Clerk Typist,60102.1,11937.33,5020.84,29876.41,90626.51
16284,38028,Mrs. Mckenzie Cross,Secretary 2,66258.06,13146.86,5411.67,31476.77,98382.83
16285,41067,Dr. David Norman,Secretary 2,66258.05,13155.62,5463,31536.86,98490.91
16286,26888,Zachary Long,Sr Payroll & Personnel Clerk,73899.0,14521.06,7719.85,35159.15,129765.31
16287,30415,Katie Perez,Sr Payroll & Personnel Clerk,73899.01,14521.06,7721.4,35160.7,130523.81
16288,42028,Katherine Escobar,Sr Payroll & Personnel Clerk,73899.01,14521.06,6114.15,33553.45,108299.24
16289,8951,Scott Howard,Sr Payroll & Personnel Clerk,27891.75,0.0,2342.32,7218.06,37008.61
16290,45902,Megan Cunningham,Pr Payroll & Personnel Clerk,81486.02,16152.78,8842.36,37913.38,146017.96
16291,54015,Brett Bell,Account Clerk,24853.51,6094.26,1964.21,14517.59,39371.1
